,cycle_id,size,weight,selling_price
142,8005.0,54.0,144.63,6127903.68
143,8005.0,54.0,82.68,2480400.0
144,8006.0,63.0,4.14,124200.0
145,8006.0,63.0,1148.58,72430.6
146,8006.0,46.0,5538.19,407483149.0
147,8007.0,39.0,12805.85,1077666518.1
148,8007.0,59.0,2082.66,133715102.64
149,8007.0,59.0,18.99,740719.95
150,8008.0,75.0,17.35,520500.0
151,8008.0,55.0,8876.92,598859924.5
152,8008.0,75.0,1971.09,116026241.76
153,8010.0,65.0,1938.93,121113323.52
154,8010.0,65.0,9.07,272100.0
155,8010.0,40.0,9962.44,814875740.33
156,8011.0,65.0,1556.62,100713314.0
157,8011.0,38.0,10199.94,800281677.5
158,8012.0,66.0,758.72,47103613.76
159,8012.0,45.0,4421.85,332310977.04
160,8013.0,45.0,4421.85,332310977.04
161,8013.0,64.0,8.25,247500.0
162,8013.0,64.0,1318.78,83009288.32
163,8014.0,64.0,404.31,25411287.81
164,8014.0,42.0,2191.49,174891467.56
165,8092.0,175.0,15.0,15.0
166,8092.0,200.0,250.0,250.0
167,8139.0,150.0,15.0,15.0
168,8139.0,150.0,109.0,76.0
169,8259.0,99.0,3014.45,166979428.85
170,8259.0,99.0,70.07,2716971.26
171,8259.0,216.0,29.26,731500.0
172,8259.0,132.0,1198.88,53470048.0
173,8265.0,132.0,942.37,41558517.0
174,8265.0,114.0,915.13,45939526.0
175,8265.0,114.0,83.9,2527068.0
176,8265.0,231.0,26.64,666000.0
177,8265.0,96.0,34.24,1345419.71
178,8265.0,96.0,1319.43,74064883.62
179,8266.0,192.0,2.33,58250.0
180,8266.0,76.0,26.85,1293096.0
181,8266.0,76.0,1075.97,64773394.0
182,8266.0,76.0,11.64,560582.4
183,8266.0,61.0,735.05,49027835.0
184,8266.0,61.0,16.77,782991.3
185,8292.0,137.0,750.0,33750000.0
186,8293.0,137.0,175.0,7875000.0
187,8578.0,275.0,260.0,260.0
188,8578.0,160.0,36.0,36.0
189,8578.0,250.0,60.0,60.0
190,8669.0,300.0,83.0,83.0
191,8670.0,180.0,112.0,112.0
192,8674.0,100.0,51.0,2703000.0
193,8677.0,180.0,163.0,7009000.0
194,8683.0,200.0,150.0,150.0
195,8684.0,200.0,60.0,60.0
196,8685.0,200.0,150.0,150.0
197,8687.0,200.0,70.0,2870000.0
198,8688.0,280.0,41.0,1394000.0
199,8716.0,270.0,200.0,200.0
200,8716.0,220.0,350.0,350.0
201,8914.0,300.0,46.0,46.0
202,8948.0,250.0,120.0,120.0
203,8963.0,250.0,72.0,0.0
204,8985.0,61.86,907.8,60927613.0
205,8985.0,20.48,769.26,87595589.0
206,8985.0,46.79,1213.8,92171100.0
207,8985.0,26.2,472.4,48422599.0
208,8985.0,34.5,895.0,83532050.0
209,8985.0,23.14,752.36,80450607.0
210,8988.0,270.0,76.0,76.0
211,8988.0,210.0,20.0,20.0
212,9057.0,270.0,200.0,200.0
213,9058.0,163.0,95.0,95.0
214,9058.0,150.0,400.0,400.0
215,9065.0,185.0,200.0,200.0
216,9065.0,165.0,100.0,100.0
217,9090.0,63.38,573.53,38891069.3
218,9090.0,80.0,0.66,16500.0
219,9090.0,52.964,2688.4,0.0
220,9090.0,52.964,44.33,0.0
221,9090.0,63.38,4.69,117175.0
222,9090.0,121.0,300.89,14691856.92
223,9090.0,121.0,1.0,25000.0
224,9090.0,80.0,506.04,29856360.0
225,9091.0,114.0,287.81,14469359.94
226,9091.0,77.83,498.9,30084667.8
227,9091.0,63.6,4.69,117175.0
228,9091.0,50.822,2479.1,0.0
229,9091.0,63.6,608.86,42741972.0
230,9091.0,77.83,0.66,16500.0
231,9091.0,50.822,34.36,0.0
232,9091.0,114.0,1.0,25000.0
233,9093.0,68.89,4.69,117175.0
234,9093.0,52.758,2649.9,0.0
235,9093.0,52.758,76.53,0.0
236,9093.0,119.0,1.0,25000.0
237,9093.0,119.0,300.01,14760191.99
238,9093.0,85.87,0.66,16500.0
239,9093.0,85.87,553.08,31333088.16
240,9093.0,68.89,605.53,40906579.15
241,9094.0,68.66,4.69,117175.0
242,9094.0,49.866,68.46,0.0
243,9094.0,135.0,1.0,25000.0
244,9094.0,85.2,408.68,23262065.6
245,9094.0,85.2,0.66,16500.0
246,9094.0,68.66,460.2,31141734.0
247,9094.0,135.0,223.49,10293949.4
248,9094.0,49.866,1783.4,0.0
249,9095.0,48.021,19.35,0.0
250,9095.0,48.021,2584.4,0.0
251,9095.0,66.08,659.18,45457052.8
252,9095.0,84.98,558.2,31821865.6
253,9095.0,125.0,287.7,13783131.6
254,9095.0,125.0,1.0,25000.0
255,9095.0,66.08,4.69,117175.0
256,9095.0,84.98,0.66,16500.0
257,9096.0,56.22,4.69,117175.0
258,9096.0,71.42,602.52,38650452.96
259,9096.0,103.0,1.0,25000.0
260,9096.0,103.0,284.15,15118200.75
261,9096.0,56.22,643.83,47572598.7
262,9096.0,71.42,0.66,16500.0
263,9096.0,43.32,50.63,0.0
264,9096.0,43.32,2416.6,0.0
265,9097.0,115.0,297.17,14863849.06
266,9097.0,60.19,596.13,42864727.65
267,9097.0,115.0,1.0,25000.0
268,9097.0,46.746,95.15,0.0
269,9097.0,46.746,2448.7,0.0
270,9097.0,74.26,0.66,16500.0
271,9097.0,60.19,4.69,117175.0
272,9097.0,74.26,517.84,32336000.96
273,9098.0,92.83,508.47,27821952.99
274,9098.0,71.0,611.23,40646795.0
275,9098.0,71.0,4.69,117175.0
276,9098.0,138.0,256.85,11655853.0
277,9098.0,138.0,1.0,25000.0
278,9098.0,54.276,2306.2,0.0
279,9098.0,54.276,0.0,0.0
280,9098.0,92.83,0.66,16500.0
281,9100.0,71.68,508.84,33664854.4
282,9100.0,92.19,0.66,16500.0
283,9100.0,92.19,411.72,22554433.32
284,9100.0,52.143,1851.8,0.0
285,9100.0,137.0,1.0,25000.0
286,9100.0,71.68,4.69,117175.0
287,9100.0,137.0,220.46,10038425.64
288,9100.0,52.143,61.36,0.0
289,9101.0,46.964,0.0,0.0
290,9101.0,125.0,243.5,11691896.0
291,9101.0,125.0,1.0,25000.0
292,9101.0,84.47,549.21,31421402.52
293,9101.0,84.47,0.66,16500.0
294,9101.0,66.4,653.11,44933968.0
295,9101.0,66.4,4.69,117175.0
296,9101.0,46.964,2300.8,0.0
297,9102.0,94.32,0.5,15000.0
298,9102.0,41.968,2142.9,0.0
299,9102.0,69.08,2.66,66500.0
300,9102.0,41.968,28.02,0.0
301,9102.0,57.07,4.8,120040.0
302,9102.0,94.32,400.05,21829928.4
303,9102.0,69.08,447.38,29285494.8
304,9102.0,57.07,447.05,32842528.25
305,9103.0,97.35,0.5,15000.0
306,9103.0,97.35,400.59,21738817.53
307,9103.0,70.06,438.53,28488662.92
308,9103.0,70.06,2.66,66500.0
309,9103.0,58.02,445.07,32485659.3
310,9103.0,58.02,4.8,120040.0
311,9103.0,43.358,2287.2,0.0
312,9103.0,43.358,39.0,0.0
313,9104.0,58.61,2.66,66500.0
314,9104.0,58.61,602.81,42531862.36
315,9104.0,37.311,58.29,0.0
316,9104.0,50.0,4.8,120040.0
317,9104.0,75.62,551.4,33981679.2
318,9104.0,75.62,0.5,15000.0
319,9104.0,50.0,637.13,49059010.0
320,9104.0,37.311,3131.6,0.0
321,9105.0,47.649,3193.0,0.0
322,9105.0,95.98,545.66,29684995.32
323,9105.0,95.98,0.5,15000.0
324,9105.0,47.649,107.25,0.0
325,9105.0,63.8,4.8,120040.0
326,9105.0,63.8,659.03,46198003.0
327,9105.0,71.42,2.66,66500.0
328,9105.0,71.42,568.17,36446969.16
329,9106.0,51.982,2586.8,0.0
330,9106.0,51.982,90.8,0.0
331,9106.0,70.74,397.59,26491421.7
332,9106.0,83.69,2.66,66500.0
333,9106.0,83.69,369.26,21241312.24
334,9106.0,116.37,0.5,15000.0
335,9106.0,116.37,311.65,15497107.9
336,9106.0,70.74,4.8,120040.0
337,9112.0,180.0,110.0,4510000.0
338,9399.0,245.0,23.0,805000.0
339,9399.0,250.0,23.0,805000.0
340,9399.0,240.0,50.0,1400000.0
341,9399.0,230.0,53.0,1855000.0
342,9399.0,250.0,23.0,805000.0
343,9481.0,400.0,84.0,84.0
344,9482.0,200.0,120.0,120.0
345,9482.0,200.0,30.0,30.0
346,9484.0,200.0,50.0,50.0
347,9505.0,200.0,92.0,3220000.0
348,9516.0,250.0,95.0,95.0
349,9522.0,175.0,90.0,90.0
350,9522.0,150.0,63.5,63.5
351,9545.0,74.2,10.24,499896.32
352,9545.0,74.2,17.06,511800.0
353,9545.0,74.2,9.84,295200.0
354,9545.0,74.2,796.95,55579293.0
355,9545.0,74.2,1.0,30000.0
356,9585.0,150.0,250.0,11250000.0
357,9585.0,160.0,100.0,4300000.0
358,9590.0,200.0,86.0,86.0
359,9665.0,210.0,85.0,3198000.0
360,9877.0,121.0,463.0,22224000.0
361,9877.0,150.0,357.0,16065000.0
362,9921.0,170.0,29.5,1268500.0
363,9921.0,220.0,72.5,2537500.0
364,9981.0,200.0,137.0,6576000.0
365,9984.0,80.0,444.0,444.0
366,9987.0,110.0,440.0,50000.0
367,9988.0,250.0,62.0,1860000.0
368,9989.0,46.0,510.0,41820000.0
369,9989.0,200.0,10.0,600000.0
370,9990.0,108.0,700.0,36120000.0
371,9993.0,58.0,311.0,22081000.0
372,9993.0,83.0,296.0,16280000.0
373,9993.0,44.0,765.5,63536500.0
374,9997.0,180.0,604.3,41000.0
375,10000.0,220.0,360.0,18720000.0
376,10004.0,67.0,260.0,18246800.0
377,10004.0,37.0,1694.0,145055600.0
378,10004.0,50.0,4.5,346500.0
379,10004.0,107.0,324.0,17321040.0
380,10004.0,49.5,1018.0,78895000.0
381,10004.0,65.0,27.0,1930500.0
382,10004.0,61.8,392.0,28404320.0
383,10004.0,70.91,715.0,49470850.0
384,10005.0,62.8,661.0,47697760.0
385,10005.0,69.0,115.0,8070700.0
386,10005.0,59.0,365.0,26772750.0
387,10006.0,200.0,200.0,0.0
388,10009.0,157.0,808.0,35228800.0
389,10010.0,45.0,196.0,15288000.0
390,10010.0,157.0,227.0,10396600.0
391,10010.0,102.0,227.0,12394200.0
392,10010.0,35.0,851.0,74888000.0
393,10010.0,76.0,218.0,13559600.0
394,10010.0,58.0,213.0,14569200.0
395,10017.0,101.0,150.78,7991340.0
396,10017.0,68.0,150.0,10560000.0
397,10017.0,34.0,150.18,14700000.0
398,10018.0,45.0,158.6,12640000.0
399,10018.0,130.0,148.25,7400000.0
400,10018.0,88.0,161.0,8855000.0
401,10019.0,108.0,82.0,4100000.0
402,10019.0,59.0,190.5,13716000.0
403,10019.0,83.0,102.0,6007800.0
404,10022.0,70.0,185.25,12226500.0
405,10022.0,115.0,79.0,3871000.0
406,10022.0,96.0,93.0,4929000.0
407,10023.0,200.0,150.0,4500000.0
408,10025.0,190.0,150.0,4500000.0
409,10026.0,190.0,150.0,150.0
410,10027.0,150.0,150.0,6750000.0
411,10027.0,120.0,100.0,5000000.0
412,10028.0,86.0,150.0,8700000.0
413,10028.0,53.0,491.0,31915000.0
414,10028.0,131.0,156.0,7644000.0
415,10029.0,120.0,140.0,7000000.0
416,10029.0,82.0,150.0,9000000.0
417,10029.0,51.0,458.0,33434000.0
418,10030.0,60.0,109.0,7521000.0
419,10030.0,141.0,200.0,9140000.0
420,10030.0,80.0,392.0,22736000.0
421,10030.0,113.0,165.0,8.085
422,10031.0,113.0,165.0,7920000.0
423,10031.0,80.7,392.0,22736000.0
424,10031.0,141.0,150.0,6855000.0
425,10031.0,60.0,109.5,7521000.0
426,10041.0,160.0,127.0,4064000.0
427,10041.0,88.0,203.0,11165000.0
428,10041.0,75.0,270.0,18630000.0
429,10041.0,65.0,400.0,28000000.0
430,10041.0,64.0,900.0,70200000.0
431,10042.0,65.0,578.0,37570000.0
432,10042.0,111.0,260.0,12480000.0
433,10042.0,84.0,402.0,22110000.0
434,10042.0,51.0,583.0,41393000.0
435,10042.0,46.0,1702.0,129352000.0
436,10043.0,50.0,1040.0,72800000.0
437,10043.0,65.0,300.0,19500000.0
438,10043.0,58.0,300.0,20400000.0
439,10043.0,118.0,223.0,10258000.0
440,10043.0,90.0,314.0,16014000.0
441,10044.0,32.5,1150.0,109250000.0
442,10044.0,37.0,323.0,28747000.0
443,10044.0,75.0,243.0,14993100.0
444,10044.0,94.0,247.0,12918100.0
445,10044.0,59.0,266.0,15694000.0
446,10044.0,47.0,240.0,18480000.0
447,10046.0,66.0,138.3,9487380.0
448,10046.0,108.0,80.4,4500000.0
449,10046.0,54.0,232.0,17800000.0
450,10070.0,54.35,994.8,68338336.0
451,10070.0,32.06,1048.52,100431057.0
452,10070.0,66.21,561.6,36466341.0
453,10070.0,43.87,1170.5,95375061.0
454,10070.0,26.6,566.1,57979962.0
455,10070.0,24.59,1259.24,133142820.0
456,10071.0,67.05,684.5,44860688.0
457,10071.0,38.7,1073.0,95590250.0
458,10071.0,51.88,1032.4,72655200.0
459,10071.0,20.98,904.62,102210008.0
460,10071.0,24.83,672.86,70471319.0
461,10071.0,28.63,808.6,80471239.0
462,10072.0,40.73,1067.5,92055722.0
463,10072.0,51.97,950.22,72028742.0
464,10072.0,24.14,1023.18,107058622.0
465,10072.0,29.47,1021.15,100426265.0
466,10072.0,65.0,714.9,46337725.0
467,10072.0,25.15,628.58,65572208.0
468,10089.0,250.0,90.0,90.0
469,10090.0,150.0,17.0,17.0
470,10091.0,250.0,65.0,65.0
471,10166.0,200.0,90.0,3150000.0
472,10169.0,400.0,7.5,232500.0
473,10169.0,400.0,40.0,1240000.0
474,10175.0,300.0,40.0,40.0
475,10191.0,100.0,70.0,3570000.0
476,10191.0,150.0,50.0,1900000.0
477,10191.0,13.33,100.0,6000000.0
478,10195.0,74.0,11.0,399993.0
479,10195.0,29.0,26.09,1656175.0
480,10195.0,74.0,285.59,17078282.0
481,10195.0,29.0,722.31,70352994.0
482,10195.0,49.0,13.0,520000.0
483,10195.0,49.0,365.0,26462500.0
484,10196.0,50.0,281.0,21637000.0
485,10196.0,75.0,237.75,16048125.0
486,10196.0,48.0,675.0,54000000.0
487,10197.0,70.0,352.73,23280180.0
488,10197.0,50.0,2.47,115998.61
489,10197.0,35.0,690.0,61065000.0
490,10197.0,38.0,380.64,33344064.0
491,10197.0,35.0,14.0,812000.0
492,10197.0,50.0,367.7,26842100.0
493,10197.0,70.0,34.68,1490999.98
494,10198.0,94.0,90.44,5082728.0
495,10198.0,67.0,302.0,21140000.0
496,10198.0,80.0,9.0,300000.0
497,10198.0,80.0,110.35,6841700.0
498,10198.0,80.0,30.0,1860000.0
499,10198.0,67.0,10.0,1800000.0
500,10200.0,104.0,36.9,1852380.0
501,10200.0,65.0,176.4,11907000.0
502,10201.0,65.0,13.9,675000.0
503,10201.0,52.0,7.45,342000.0
504,10201.0,84.0,217.16,12030664.0
505,10201.0,65.0,301.48,19897680.0
506,10201.0,52.0,191.53,13483712.0
507,10203.0,44.0,450.0,35550000.0
508,10203.0,70.0,350.0,22400000.0
509,10241.0,67.0,750.0,49500000.0
510,10241.0,72.0,276.0,17664000.0
511,10242.0,145.0,245.0,9922500.0
512,10242.0,40.0,754.0,62582000.0
513,10242.0,51.0,205.0,14493500.0
514,10258.0,185.0,99.5,3084500.0
515,10258.0,185.0,7.42,148400.0
516,10357.0,150.0,5.0,5.0
517,10358.0,400.0,40.0,1160000.0
518,10358.0,395.0,394.0,11820000.0
519,10358.0,395.0,30.0,900000.0
520,10360.0,200.0,77.0,3696000.0
521,10360.0,200.0,142.0,6816000.0
522,10360.0,250.0,45.0,1800000.0
523,10366.0,145.0,254.0,10541000.0
524,10366.0,80.0,218.0,13189000.0
525,10366.0,64.0,932.0,66172000.0
526,10367.0,100.0,310.0,16120000.0
527,10367.0,85.0,682.0,40920000.0
528,10367.0,120.0,389.0,18672000.0
529,10369.0,120.0,600.0,33600000.0
530,10369.0,170.0,256.71,14375760.0
531,10371.0,237.0,1080.0,35640000.0
532,10384.0,200.0,95.0,3325000.0
533,10400.0,85.0,508.0,28448000.0
534,10400.0,37.0,2500.0,212500000.0
535,10400.0,55.0,812.0,55216000.0
536,10400.0,62.0,712.0,46280000.0
537,10408.0,220.0,525.0,18375000.0
538,10414.0,43.0,750.0,63900000.0
539,10535.0,160.0,57.0,0.0
540,10535.0,158.0,52.5,52.5
541,10636.0,130.0,90.0,90.0
542,10639.0,400.0,40.0,40.0
543,10703.0,48.5,1162.19,0.0
544,10703.0,67.72,733.59,0.0
545,10704.0,70.35,876.74,0.0
546,10704.0,51.83,1446.1,0.0
547,10705.0,71.68,595.37,0.0
548,10705.0,53.85,1105.19,0.0
549,10706.0,64.91,627.11,0.0
550,10706.0,90.75,399.35,0.0
551,10710.0,88.25,350.98,0.0
552,10710.0,61.27,789.27,0.0
553,10711.0,68.15,449.26,0.0
554,10711.0,51.8,1086.95,0.0
555,10712.0,59.14,938.5,0.0
556,10712.0,80.39,302.94,0.0
557,10713.0,82.89,237.13,0.0
558,10713.0,59.48,545.55,0.0
559,10714.0,47.78,546.72,0.0
560,10714.0,67.45,592.76,0.0
561,10718.0,39.0,440.0,0.0
562,10718.0,129.0,66.9,0.0
563,10718.0,62.0,294.4,0.0
564,10718.0,47.0,336.96,0.0
565,10718.0,98.0,221.71,0.0
566,10718.0,78.0,183.45,0.0
567,10718.0,38.0,164.0,0.0
568,10719.0,72.0,137.34,0.0
569,10719.0,97.0,94.37,0.0
570,10719.0,48.0,213.99,0.0
571,10719.0,58.0,224.03,0.0
572,10719.0,42.0,411.0,0.0
573,10719.0,131.0,69.21,0.0
574,10719.0,41.0,204.0,0.0
575,10737.0,82.0,260.0,16120000.0
576,10737.0,152.0,502.0,20983600.0
577,10737.0,95.0,500.0,26750000.0
578,10755.0,500.0,100.0,3600000.0
579,10757.0,250.0,90.0,3150000.0
580,10759.0,57.0,418.0,29218200.0
581,10759.0,51.0,275.0,19745000.0
582,10763.0,100.0,500.0,26000000.0
583,10763.0,120.0,223.0,10704000.0
584,10763.0,167.0,285.0,10830000.0
585,10764.0,107.0,90.0,4050000.0
586,10764.0,194.0,44.0,1936000.0
587,10809.0,300.0,125.0,125.0
588,10811.0,250.0,30.0,30.0
589,10811.0,250.0,5.0,5.0
590,10857.0,130.0,150.0,6600000.0
591,10896.0,180.0,35.5,35.5
592,10896.0,180.0,45.0,45.0
593,10897.0,170.0,73.0,73.0
594,10984.0,75.0,150.0,10275000.0
595,10985.0,270.0,200.0,4200000.0
596,11017.0,108.0,148.0,7192800.0
597,11017.0,47.0,155.0,13294350.0
598,11017.0,73.0,176.0,11950400.0
599,11017.0,108.0,148.0,7192800.0
600,11017.0,31.5,419.4,41101200.0
601,11042.0,152.0,2.8,224000.0
602,11042.0,152.0,65.79,5263200.0
603,11042.0,95.0,157.0,8310000.0
604,11044.0,110.0,450.0,21825000.0
605,11080.0,160.0,212.0,8900000.0
606,11081.0,64.0,252.0,18182769.231
607,11109.0,200.0,97.0,97.0
608,11149.0,175.0,250.0,9500000.0
609,11159.0,46.0,406.0,32480000.0
610,11168.0,320.0,95.0,3420000.0
611,11168.0,60.0,405.0,30375000.0
612,11168.0,92.0,150.0,6600000.0
613,11225.0,67.0,11.0,800000.0
614,11225.0,69.5,161.7,10623690.0
615,11225.0,66.5,265.0,11585000.0
616,11304.0,350.0,50.0,1500000.0
617,11304.0,250.0,150.0,5250000.0
618,11304.0,220.0,25.0,1000000.0
619,11304.0,220.0,60.0,2460000.0
620,11317.0,190.0,60.0,0.0
621,11317.0,80.0,100.0,0.0
622,11317.0,98.0,70.0,0.0
623,11338.0,83.0,150.0,8700000.0
624,11338.0,101.0,100.0,5000000.0
625,11338.0,76.0,297.6,18748800.0
626,11339.0,102.0,121.0,6050000.0
627,11339.0,115.0,150.0,7200000.0
628,11339.0,141.0,70.0,3150000.0
629,11340.0,99.5,58.0,2900000.0
630,11340.0,69.0,86.0,5710400.0
631,11340.0,47.0,306.0,23194800.0
632,11341.0,72.0,77.0,4943400.0
633,11341.0,99.5,68.0,3400000.0
634,11341.0,45.0,250.0,19000000.0
635,11342.0,66.0,682.5,46068750.0
636,11342.0,92.0,100.0,5700000.0
637,11345.0,51.0,650.0,45500000.0
638,11345.0,85.0,200.0,12000000.0
639,11346.0,200.0,200.0,8600000.0
640,11346.0,200.0,155.0,6665000.0
641,11347.0,300.0,28.0,1120.0
642,11351.0,165.0,100.0,4400000.0
643,11352.0,77.0,207.0,12564900.0
644,11352.0,77.0,85.0,5159500.0
645,11422.0,150.0,150.0,7350000.0
646,11423.0,200.0,50.0,2500.0
647,11424.0,235.0,250.0,250.0
648,11509.0,100.0,200.0,10400000.0
649,11522.0,230.0,65.0,65.0
650,11522.0,250.0,10.0,10.0
651,11522.0,250.0,15.0,15.0
652,11523.0,250.0,72.0,72.0
653,11523.0,200.0,28.0,28.0
654,11524.0,230.0,193.0,193.0
655,11524.0,220.0,70.0,70.0
656,11544.0,97.0,140.0,7364000.0
657,11544.0,95.0,212.0,11236000.0
658,11545.0,55.0,271.0,19512000.0
659,11545.0,114.0,150.0,7620000.0
660,11609.0,63.0,357.02,24455870.0
661,11609.0,83.0,256.87,15925940.0
662,11609.0,143.0,106.91,0.0
663,11609.0,35.0,411.47,38060975.0
664,11609.0,50.0,376.86,29621196.0
665,11618.0,230.0,200.0,8600000.0
666,11632.0,105.0,278.0,13344000.0
667,11632.0,59.0,334.0,22044000.0
668,11632.0,76.0,228.6,13716000.0
669,11632.0,55.0,480.0,32160000.0
670,11637.0,150.0,60.0,2760000.0
671,11637.0,115.0,110.0,5280000.0
672,11638.0,105.0,547.54,27650770.0
673,11638.0,105.0,30.0,950000.0
674,11639.0,74.0,334.0,20040000.0
675,11642.0,130.0,96.0,4128000.0
676,11675.0,125.0,185.0,9250000.0
677,11675.0,120.0,150.0,7650000.0
