,cycle_id,sampled_at,average_weight,distance_date,average_daily_gain,avg_pond_length,avg_pond_width,avg_pond_depth,long_cycle(day),total_feed(kg),avg_tray_number,avg_feed_remain%,count_fasting,total_mortal,avg_weight_mortal,avg_weight_sample
76,4039.0,2020-06-09,8.9,1,0.5,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
77,4039.0,2020-06-10,9.4,1,0.5,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
78,4039.0,2020-06-11,9.9,1,0.5,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
79,4039.0,2020-06-13,10.2,2,0.14999999999999947,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
80,4039.0,2020-06-14,10.35,1,0.15000000000000036,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
81,4039.0,2020-06-15,10.5,1,0.15000000000000036,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
82,4039.0,2020-06-16,10.65,1,0.15000000000000036,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
83,4039.0,2020-06-17,10.8,1,0.15000000000000036,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
84,4039.0,2020-06-18,10.95,1,0.14999999999999858,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
85,4039.0,2020-06-19,11.1,1,0.15000000000000036,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
86,4039.0,2020-06-20,11.25,1,0.15000000000000036,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
87,4039.0,2020-06-21,11.4,1,0.15000000000000036,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
88,4039.0,2020-06-22,11.55,1,0.15000000000000036,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
89,4039.0,2020-06-23,11.7,1,0.14999999999999858,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
90,4039.0,2020-06-24,11.85,1,0.15000000000000036,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
91,4039.0,2020-06-25,12.2,1,0.34999999999999964,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
92,4039.0,2020-06-26,12.45,1,0.25,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
93,4039.0,2020-06-27,12.7,1,0.25,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
94,4039.0,2020-06-28,12.95,1,0.25,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
95,4039.0,2020-06-29,13.2,1,0.25,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
96,4039.0,2020-06-30,13.45,1,0.25,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
97,4039.0,2020-07-01,13.7,1,0.25,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
98,4039.0,2020-07-02,13.95,1,0.25,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
99,4039.0,2020-07-03,14.2,1,0.25,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
100,4039.0,2020-07-04,14.45,1,0.25,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
101,4039.0,2020-07-05,14.7,1,0.25,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
102,4039.0,2020-07-06,14.95,1,0.25,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
103,4039.0,2020-07-07,15.2,1,0.25,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
104,4039.0,2020-07-08,15.45,1,0.25,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
105,4039.0,2020-07-09,15.7,1,0.25,37.06,27.79,1.9,94.0,3770.5,0.0,0.0,0.0,0.0,0.0,10.88125
106,4044.0,2020-05-08,2.5,0,0.0,40.82,30.62,1.1,119.0,7182.5,0.0,0.0,0.0,0.0,0.0,12.280714285714286
107,4044.0,2020-05-15,2.77,7,0.038571428571428576,40.82,30.62,1.1,119.0,7182.5,0.0,0.0,0.0,0.0,0.0,12.280714285714286
108,4044.0,2020-05-22,3.56,7,0.11285714285714286,40.82,30.62,1.1,119.0,7182.5,0.0,0.0,0.0,0.0,0.0,12.280714285714286
109,4044.0,2020-05-29,4.92,7,0.19428571428571426,40.82,30.62,1.1,119.0,7182.5,0.0,0.0,0.0,0.0,0.0,12.280714285714286
110,4044.0,2020-06-05,7.37,7,0.35000000000000003,40.82,30.62,1.1,119.0,7182.5,0.0,0.0,0.0,0.0,0.0,12.280714285714286
111,4044.0,2020-06-12,9.27,7,0.27142857142857135,40.82,30.62,1.1,119.0,7182.5,0.0,0.0,0.0,0.0,0.0,12.280714285714286
112,4044.0,2020-06-19,10.41,7,0.16285714285714295,40.82,30.62,1.1,119.0,7182.5,0.0,0.0,0.0,0.0,0.0,12.280714285714286
113,4044.0,2020-06-26,12.34,7,0.2757142857142857,40.82,30.62,1.1,119.0,7182.5,0.0,0.0,0.0,0.0,0.0,12.280714285714286
114,4044.0,2020-07-03,14.22,7,0.2685714285714287,40.82,30.62,1.1,119.0,7182.5,0.0,0.0,0.0,0.0,0.0,12.280714285714286
115,4044.0,2020-07-10,16.82,7,0.3714285714285714,40.82,30.62,1.1,119.0,7182.5,0.0,0.0,0.0,0.0,0.0,12.280714285714286
116,4044.0,2020-07-17,19.21,7,0.3414285714285715,40.82,30.62,1.1,119.0,7182.5,0.0,0.0,0.0,0.0,0.0,12.280714285714286
117,4044.0,2020-07-24,20.35,7,0.16285714285714295,40.82,30.62,1.1,119.0,7182.5,0.0,0.0,0.0,0.0,0.0,12.280714285714286
118,4044.0,2020-07-30,23.43,6,0.5133333333333331,40.82,30.62,1.1,119.0,7182.5,0.0,0.0,0.0,0.0,0.0,12.280714285714286
119,4044.0,2020-08-04,24.76,5,0.26600000000000035,40.82,30.62,1.1,119.0,7182.5,0.0,0.0,0.0,0.0,0.0,12.280714285714286
120,4045.0,2020-05-08,2.0,0,0.0,41.79,31.34,1.1,119.0,7187.5,0.0,0.0,0.0,0.0,0.0,11.851428571428572
121,4045.0,2020-05-15,2.35,7,0.05000000000000001,41.79,31.34,1.1,119.0,7187.5,0.0,0.0,0.0,0.0,0.0,11.851428571428572
122,4045.0,2020-05-22,3.5,7,0.16428571428571428,41.79,31.34,1.1,119.0,7187.5,0.0,0.0,0.0,0.0,0.0,11.851428571428572
123,4045.0,2020-05-29,5.58,7,0.29714285714285715,41.79,31.34,1.1,119.0,7187.5,0.0,0.0,0.0,0.0,0.0,11.851428571428572
124,4045.0,2020-06-05,6.73,7,0.16428571428571434,41.79,31.34,1.1,119.0,7187.5,0.0,0.0,0.0,0.0,0.0,11.851428571428572
125,4045.0,2020-06-12,8.4,7,0.23857142857142857,41.79,31.34,1.1,119.0,7187.5,0.0,0.0,0.0,0.0,0.0,11.851428571428572
126,4045.0,2020-06-19,10.24,7,0.26285714285714284,41.79,31.34,1.1,119.0,7187.5,0.0,0.0,0.0,0.0,0.0,11.851428571428572
127,4045.0,2020-06-26,12.34,7,0.29999999999999993,41.79,31.34,1.1,119.0,7187.5,0.0,0.0,0.0,0.0,0.0,11.851428571428572
128,4045.0,2020-07-03,13.93,7,0.22714285714285712,41.79,31.34,1.1,119.0,7187.5,0.0,0.0,0.0,0.0,0.0,11.851428571428572
129,4045.0,2020-07-10,16.0,7,0.29571428571428576,41.79,31.34,1.1,119.0,7187.5,0.0,0.0,0.0,0.0,0.0,11.851428571428572
130,4045.0,2020-07-17,18.66,7,0.38,41.79,31.34,1.1,119.0,7187.5,0.0,0.0,0.0,0.0,0.0,11.851428571428572
131,4045.0,2020-07-24,19.39,7,0.10428571428571434,41.79,31.34,1.1,119.0,7187.5,0.0,0.0,0.0,0.0,0.0,11.851428571428572
132,4045.0,2020-07-30,22.27,6,0.4799999999999998,41.79,31.34,1.1,119.0,7187.5,0.0,0.0,0.0,0.0,0.0,11.851428571428572
133,4045.0,2020-08-04,24.53,5,0.4520000000000003,41.79,31.34,1.1,119.0,7187.5,0.0,0.0,0.0,0.0,0.0,11.851428571428572
134,4046.0,2020-05-08,2.0,0,0.0,37.24,27.93,1.1,115.0,6135.5,0.0,0.0,0.0,0.0,0.0,12.117857142857144
135,4046.0,2020-05-15,2.57,7,0.0814285714285714,37.24,27.93,1.1,115.0,6135.5,0.0,0.0,0.0,0.0,0.0,12.117857142857144
136,4046.0,2020-05-22,3.41,7,0.12000000000000004,37.24,27.93,1.1,115.0,6135.5,0.0,0.0,0.0,0.0,0.0,12.117857142857144
137,4046.0,2020-05-29,4.96,7,0.2214285714285714,37.24,27.93,1.1,115.0,6135.5,0.0,0.0,0.0,0.0,0.0,12.117857142857144
138,4046.0,2020-06-05,7.14,7,0.3114285714285714,37.24,27.93,1.1,115.0,6135.5,0.0,0.0,0.0,0.0,0.0,12.117857142857144
139,4046.0,2020-06-12,8.53,7,0.19857142857142854,37.24,27.93,1.1,115.0,6135.5,0.0,0.0,0.0,0.0,0.0,12.117857142857144
140,4046.0,2020-06-19,11.49,7,0.422857142857143,37.24,27.93,1.1,115.0,6135.5,0.0,0.0,0.0,0.0,0.0,12.117857142857144
141,4046.0,2020-06-26,13.61,7,0.30285714285714277,37.24,27.93,1.1,115.0,6135.5,0.0,0.0,0.0,0.0,0.0,12.117857142857144
142,4046.0,2020-07-03,14.17,7,0.08000000000000007,37.24,27.93,1.1,115.0,6135.5,0.0,0.0,0.0,0.0,0.0,12.117857142857144
143,4046.0,2020-07-10,16.33,7,0.30857142857142833,37.24,27.93,1.1,115.0,6135.5,0.0,0.0,0.0,0.0,0.0,12.117857142857144
144,4046.0,2020-07-17,18.21,7,0.26857142857142896,37.24,27.93,1.1,115.0,6135.5,0.0,0.0,0.0,0.0,0.0,12.117857142857144
145,4046.0,2020-07-24,20.86,7,0.3785714285714284,37.24,27.93,1.1,115.0,6135.5,0.0,0.0,0.0,0.0,0.0,12.117857142857144
146,4046.0,2020-07-30,22.47,6,0.26833333333333326,37.24,27.93,1.1,115.0,6135.5,0.0,0.0,0.0,0.0,0.0,12.117857142857144
147,4046.0,2020-08-04,23.9,5,0.2859999999999999,37.24,27.93,1.1,115.0,6135.5,0.0,0.0,0.0,0.0,0.0,12.117857142857144
148,4047.0,2020-05-08,2.5,0,0.0,42.27,31.7,1.1,108.0,6561.0,0.0,0.0,0.0,0.0,0.0,11.205384615384615
149,4047.0,2020-05-15,2.54,7,0.0057142857142857195,42.27,31.7,1.1,108.0,6561.0,0.0,0.0,0.0,0.0,0.0,11.205384615384615
150,4047.0,2020-05-22,3.35,7,0.11571428571428573,42.27,31.7,1.1,108.0,6561.0,0.0,0.0,0.0,0.0,0.0,11.205384615384615
151,4047.0,2020-05-29,5.23,7,0.2685714285714286,42.27,31.7,1.1,108.0,6561.0,0.0,0.0,0.0,0.0,0.0,11.205384615384615
152,4047.0,2020-06-05,7.04,7,0.2585714285714285,42.27,31.7,1.1,108.0,6561.0,0.0,0.0,0.0,0.0,0.0,11.205384615384615
153,4047.0,2020-06-12,9.95,7,0.4157142857142856,42.27,31.7,1.1,108.0,6561.0,0.0,0.0,0.0,0.0,0.0,11.205384615384615
154,4047.0,2020-06-19,11.01,7,0.1514285714285715,42.27,31.7,1.1,108.0,6561.0,0.0,0.0,0.0,0.0,0.0,11.205384615384615
155,4047.0,2020-06-26,13.48,7,0.3528571428571429,42.27,31.7,1.1,108.0,6561.0,0.0,0.0,0.0,0.0,0.0,11.205384615384615
156,4047.0,2020-07-03,14.37,7,0.12714285714285697,42.27,31.7,1.1,108.0,6561.0,0.0,0.0,0.0,0.0,0.0,11.205384615384615
157,4047.0,2020-07-10,16.27,7,0.27142857142857146,42.27,31.7,1.1,108.0,6561.0,0.0,0.0,0.0,0.0,0.0,11.205384615384615
158,4047.0,2020-07-17,18.42,7,0.30714285714285744,42.27,31.7,1.1,108.0,6561.0,0.0,0.0,0.0,0.0,0.0,11.205384615384615
159,4047.0,2020-07-24,19.97,7,0.22142857142857103,42.27,31.7,1.1,108.0,6561.0,0.0,0.0,0.0,0.0,0.0,11.205384615384615
160,4047.0,2020-07-30,21.54,6,0.2616666666666667,42.27,31.7,1.1,108.0,6561.0,0.0,0.0,0.0,0.0,0.0,11.205384615384615
161,4048.0,2020-05-08,2.0,0,0.0,45.31,33.99,1.1,119.0,8166.0,0.0,0.0,0.0,0.0,0.0,11.722142857142858
162,4048.0,2020-05-15,2.33,7,0.04714285714285715,45.31,33.99,1.1,119.0,8166.0,0.0,0.0,0.0,0.0,0.0,11.722142857142858
163,4048.0,2020-05-22,3.56,7,0.1757142857142857,45.31,33.99,1.1,119.0,8166.0,0.0,0.0,0.0,0.0,0.0,11.722142857142858
164,4048.0,2020-05-29,5.75,7,0.31285714285714283,45.31,33.99,1.1,119.0,8166.0,0.0,0.0,0.0,0.0,0.0,11.722142857142858
165,4048.0,2020-06-05,7.18,7,0.20428571428571424,45.31,33.99,1.1,119.0,8166.0,0.0,0.0,0.0,0.0,0.0,11.722142857142858
166,4048.0,2020-06-12,9.07,7,0.2700000000000001,45.31,33.99,1.1,119.0,8166.0,0.0,0.0,0.0,0.0,0.0,11.722142857142858
167,4048.0,2020-06-19,10.3,7,0.17571428571428577,45.31,33.99,1.1,119.0,8166.0,0.0,0.0,0.0,0.0,0.0,11.722142857142858
168,4048.0,2020-06-26,12.5,7,0.31428571428571417,45.31,33.99,1.1,119.0,8166.0,0.0,0.0,0.0,0.0,0.0,11.722142857142858
169,4048.0,2020-07-03,14.64,7,0.30571428571428577,45.31,33.99,1.1,119.0,8166.0,0.0,0.0,0.0,0.0,0.0,11.722142857142858
170,4048.0,2020-07-10,15.81,7,0.16714285714285712,45.31,33.99,1.1,119.0,8166.0,0.0,0.0,0.0,0.0,0.0,11.722142857142858
171,4048.0,2020-07-17,18.88,7,0.43857142857142833,45.31,33.99,1.1,119.0,8166.0,0.0,0.0,0.0,0.0,0.0,11.722142857142858
172,4048.0,2020-07-24,19.61,7,0.10428571428571434,45.31,33.99,1.1,119.0,8166.0,0.0,0.0,0.0,0.0,0.0,11.722142857142858
173,4048.0,2020-07-30,21.01,6,0.2333333333333337,45.31,33.99,1.1,119.0,8166.0,0.0,0.0,0.0,0.0,0.0,11.722142857142858
174,4048.0,2020-08-04,21.47,5,0.09199999999999946,45.31,33.99,1.1,119.0,8166.0,0.0,0.0,0.0,0.0,0.0,11.722142857142858
175,4181.0,2020-06-08,4.2,0,0.0,22.07,18.3,1.2,52.0,611.98,0.0,0.0,5.0,0.0,0.0,5.5
176,4181.0,2020-06-18,6.8,10,0.25999999999999995,22.07,18.3,1.2,52.0,611.98,0.0,0.0,5.0,0.0,0.0,5.5
177,4233.0,2020-06-21,4.1,0,0.0,40.41,30.31,1.5,59.0,2705.0,0.0,0.0,1.0,0.0,0.0,4.55
178,4233.0,2020-06-27,5.0,6,0.15000000000000005,40.41,30.31,1.5,59.0,2705.0,0.0,0.0,1.0,0.0,0.0,4.55
179,4238.0,2020-05-29,5.03,0,0.0,20.46,15.35,120.0,105.0,1520.0,0.0,0.0,1.0,0.0,0.0,17.96090909090909
180,4238.0,2020-06-05,7.27,7,0.3199999999999999,20.46,15.35,120.0,105.0,1520.0,0.0,0.0,1.0,0.0,0.0,17.96090909090909
181,4238.0,2020-06-12,9.98,7,0.3871428571428573,20.46,15.35,120.0,105.0,1520.0,0.0,0.0,1.0,0.0,0.0,17.96090909090909
182,4238.0,2020-06-19,11.57,7,0.22714285714285712,20.46,15.35,120.0,105.0,1520.0,0.0,0.0,1.0,0.0,0.0,17.96090909090909
